	Sentence #	Word	POS	Tag
32201	1443.0	billion	CD	O
32202	1443.0	to	TO	O
32203	1443.0	develop	VB	O
32204	1443.0	Rio	NNP	B-geo
32205	1443.0	de	NNP	I-geo
32206	1443.0	Janeiro	NNP	I-geo
32207	1443.0	's	POS	O
32208	1443.0	slums	NNS	O
32209	1443.0	.	.	O
32210	1444.0	In	IN	O
32211	1444.0	a	DT	O
32212	1444.0	speech	NN	O
32213	1444.0	on	IN	O
32214	1444.0	Monday	NNP	B-tim
32215	1444.0	,	,	O
32216	1444.0	Luiz	NNP	B-per
32217	1444.0	Inacio	NNP	I-per
32218	1444.0	Lula	NNP	I-per
32219	1444.0	da	NNP	I-per
32220	1444.0	Silva	NNP	I-per
32221	1444.0	said	VBD	O
32222	1444.0	the	DT	O
32223	1444.0	state	NN	O
32224	1444.0	should	MD	O
32225	1444.0	meet	VB	O
32226	1444.0	its	PRP$	O
32227	1444.0	obligations	NNS	O
32228	1444.0	to	TO	O
32229	1444.0	slum	NN	O
32230	1444.0	dwellers	NNS	O
32231	1444.0	or	CC	O
32232	1444.0	else	RB	O
32233	1444.0	drug	NN	O
32234	1444.0	traffickers	NNS	O
32235	1444.0	will	MD	O
32236	1444.0	take	VB	O
32237	1444.0	over	RP	O
32238	1444.0	the	DT	O
32239	1444.0	shantytowns	NNS	O
32240	1444.0	.	.	O
32241	1445.0	He	PRP	O
32242	1445.0	added	VBD	O
32243	1445.0	that	IN	O
32244	1445.0	Brazil	NNP	B-geo
32245	1445.0	can	MD	O
32246	1445.0	defeat	VB	O
32247	1445.0	organized	JJ	O
32248	1445.0	crime	NN	O
32249	1445.0	only	RB	O
32250	1445.0	if	IN	O
32251	1445.0	the	DT	O
32252	1445.0	government	NN	O
32253	1445.0	improves	VBZ	O
32254	1445.0	the	DT	O
32255	1445.0	country	NN	O
32256	1445.0	's	POS	O
32257	1445.0	poorest	JJS	O
32258	1445.0	areas	NNS	O
32259	1445.0	.	.	O
32260	1446.0	Mr.	NNP	B-per
32261	1446.0	da	NNP	I-per
32262	1446.0	Silva	NNP	I-per
32263	1446.0	spoke	VBD	O
32264	1446.0	a	DT	O
32265	1446.0	few	JJ	O
32266	1446.0	days	NNS	O
32267	1446.0	after	IN	O
32268	1446.0	a	DT	O
32269	1446.0	police	NN	O
32270	1446.0	raid	NN	O
32271	1446.0	on	IN	O
32272	1446.0	drug	NN	O
32273	1446.0	gangs	NNS	O
32274	1446.0	killed	VBD	O
32275	1446.0	at	IN	O
32276	1446.0	least	JJS	O
32277	1446.0	13	CD	O
32278	1446.0	people	NNS	O
32279	1446.0	in	IN	O
32280	1446.0	a	DT	O
32281	1446.0	slum	NN	O
32282	1446.0	.	.	O
32283	1447.0	The	DT	O
32284	1447.0	announced	JJ	O
32285	1447.0	investment	NN	O
32286	1447.0	will	MD	O
32287	1447.0	provide	VB	O
32288	1447.0	basic	JJ	O
32289	1447.0	services	NNS	O
32290	1447.0	such	JJ	O
32291	1447.0	as	IN	O
32292	1447.0	water	NN	O
32293	1447.0	and	CC	O
32294	1447.0	sewage	NN	O
32295	1447.0	systems	NNS	O
32296	1447.0	,	,	O
32297	1447.0	as	RB	O
32298	1447.0	well	RB	O
32299	1447.0	as	IN	O
32300	1447.0	basic	JJ	O
32301	1447.0	facilities	NNS	O
32302	1447.0	such	JJ	O
32303	1447.0	as	IN	O
32304	1447.0	schools	NNS	O
32305	1447.0	and	CC	O
32306	1447.0	hospitals	NNS	O
32307	1447.0	.	.	O
32308	1448.0	The	DT	O
32309	1448.0	money	NN	O
32310	1448.0	is	VBZ	O
32311	1448.0	expected	VBN	O
32312	1448.0	to	TO	O
32313	1448.0	benefit	VB	O
32314	1448.0	two	CD	O
32315	1448.0	million	CD	O
32316	1448.0	families	NNS	O
32317	1448.0	in	IN	O
32318	1448.0	the	DT	O
32319	1448.0	state	NN	O
32320	1448.0	and	CC	O
32321	1448.0	city	NN	O
32322	1448.0	of	IN	O
32323	1448.0	Rio	NNP	B-per
32324	1448.0	de	IN	I-per
32325	1448.0	Janeiro	NNP	I-per
32326	1448.0	.	.	O
32327	1449.0	Brazil	NNP	B-geo
32328	1449.0	's	POS	O
32329	1449.0	federal	JJ	O
32330	1449.0	,	,	O
32331	1449.0	state	NN	O
32332	1449.0	,	,	O
32333	1449.0	and	CC	O
32334	1449.0	municipal	JJ	O
32335	1449.0	governments	NNS	O
32336	1449.0	will	MD	O
32337	1449.0	all	RB	O
32338	1449.0	contribute	VB	O
32339	1449.0	to	TO	O
32340	1449.0	the	DT	O
32341	1449.0	fund	NN	O
32342	1449.0	.	.	O
32343	1450.0	Before	IN	O
32344	1450.0	Hurricane	NNP	B-eve
32345	1450.0	Gustav	NNP	I-eve
32346	1450.0	even	RB	O
32347	1450.0	made	VBD	O
32348	1450.0	landfall	NN	O
32349	1450.0	,	,	O
32350	1450.0	the	DT	O
32351	1450.0	American	NNP	B-org
32352	1450.0	Red	NNP	I-org
32353	1450.0	Cross	NNP	I-org
32354	1450.0	had	VBD	O
32355	1450.0	spent	VBN	O
32356	1450.0	$	$	O
32357	1450.0	12	CD	O
32358	1450.0	million	CD	O
32359	1450.0	organizing	VBG	O
32360	1450.0	5,000	CD	O
32361	1450.0	workers	NNS	O
32362	1450.0	and	CC	O
32363	1450.0	supplies	NNS	O
32364	1450.0	for	IN	O
32365	1450.0	disaster	NN	O
32366	1450.0	relief	NN	O
32367	1450.0	.	.	O
32368	1451.0	Now	RB	O
32369	1451.0	,	,	O
32370	1451.0	hundreds	NNS	O
32371	1451.0	of	IN	O
32372	1451.0	Red	NNP	B-org
32373	1451.0	Cross	NNP	I-org
32374	1451.0	chapters	NNS	O
32375	1451.0	nationwide	RB	O
32376	1451.0	are	VBP	O
32377	1451.0	getting	VBG	O
32378	1451.0	ready	JJ	O
32379	1451.0	for	IN	O
32380	1451.0	the	DT	O
32381	1451.0	next	JJ	O
32382	1451.0	group	NN	O
32383	1451.0	of	IN	O
32384	1451.0	storms	NNS	O
32385	1451.0	.	.	O
32386	1452.0	VOA	NNP	B-org
32387	1452.0	's	POS	O
32388	1452.0	Carolyn	NNP	B-per
32389	1452.0	Presutti	NNP	I-per
32390	1452.0	shows	VBZ	O
32391	1452.0	how	WRB	O
32392	1452.0	that	DT	O
32393	1452.0	is	VBZ	O
32394	1452.0	accomplished	VBN	O
32395	1452.0	.	.	O
32396	1453.0	The	DT	O
32397	1453.0	United	NNP	B-org
32398	1453.0	Nations	NNP	I-org
32399	1453.0	Security	NNP	I-org
32400	1453.0	Council	NNP	I-org
32401	1453.0	is	VBZ	O
32402	1453.0	expected	VBN	O
32403	1453.0	to	TO	O
32404	1453.0	discuss	VB	O
32405	1453.0	a	DT	O
32406	1453.0	build-up	NN	O
32407	1453.0	of	IN	O
32408	1453.0	peacekeeping	VBG	O
32409	1453.0	troops	NNS	O
32410	1453.0	in	IN	O
32411	1453.0	Ivory	NNP	B-geo
32412	1453.0	Coast	NNP	I-geo
32413	1453.0	later	RB	B-tim
32414	1453.0	Monday	NNP	I-tim
32415	1453.0	.	.	O
32416	1454.0	U.N.	NNP	B-org
32417	1454.0	Secretary-General	NNP	I-org
32418	1454.0	Kofi	NNP	B-per
32419	1454.0	Annan	NNP	I-per
32420	1454.0	has	VBZ	O
32421	1454.0	officially	RB	O
32422	1454.0	requested	VBN	O
32423	1454.0	the	DT	O
32424	1454.0	transfer	NN	O
32425	1454.0	of	IN	O
32426	1454.0	200	CD	O
32427	1454.0	additional	JJ	O
32428	1454.0	peacekeepers	NNS	O
32429	1454.0	and	CC	O
32430	1454.0	a	DT	O
32431	1454.0	police	NN	O
32432	1454.0	unit	NN	O
32433	1454.0	from	IN	O
32434	1454.0	Liberia	NNP	B-geo
32435	1454.0	to	TO	O
32436	1454.0	protect	VB	O
32437	1454.0	U.N.	NNP	B-geo
32438	1454.0	personnel	NNS	O
32439	1454.0	and	CC	O
32440	1454.0	property	NN	O
32441	1454.0	.	.	O
32442	1455.0	On	IN	O
32443	1455.0	Sunday	NNP	B-tim
32444	1455.0	,	,	O
32445	1455.0	Mr.	NNP	B-per
32446	1455.0	Annan	NNP	I-per
32447	1455.0	urged	VBD	O
32448	1455.0	the	DT	O
32449	1455.0	Council	NNP	B-org
32450	1455.0	for	IN	O
32451	1455.0	a	DT	O
32452	1455.0	quick	JJ	O
32453	1455.0	approval	NN	O
32454	1455.0	.	.	O
32455	1456.0	He	PRP	O
32456	1456.0	said	VBD	O
32457	1456.0	in	IN	O
32458	1456.0	a	DT	O
32459	1456.0	statement	NN	O
32460	1456.0	that	IN	O
32461	1456.0	he	PRP	O
32462	1456.0	is	VBZ	O
32463	1456.0	deeply	RB	O
32464	1456.0	concerned	VBN	O
32465	1456.0	by	IN	O
32466	1456.0	continued	JJ	O
32467	1456.0	threats	NNS	O
32468	1456.0	against	IN	O
32469	1456.0	U.N.	NNP	B-org
32470	1456.0	personnel	NNS	O
32471	1456.0	and	CC	O
32472	1456.0	by	IN	O
32473	1456.0	reports	NNS	O
32474	1456.0	that	IN	O
32475	1456.0	more	JJR	O
32476	1456.0	violent	JJ	O
32477	1456.0	protests	NNS	O
32478	1456.0	and	CC	O
32479	1456.0	attacks	NNS	O
32480	1456.0	are	VBP	O
32481	1456.0	being	VBG	O
32482	1456.0	planned	VBN	O
32483	1456.0	.	.	O
32484	1457.0	The	DT	O
32485	1457.0	U.N.	NNP	B-org
32486	1457.0	evacuated	VBD	O
32487	1457.0	hundreds	NNS	O
32488	1457.0	of	IN	O
32489	1457.0	staffers	NNS	O
32490	1457.0	from	IN	O
32491	1457.0	Ivory	NNP	B-geo
32492	1457.0	Coast	NNP	I-geo
32493	1457.0	last	JJ	O
32494	1457.0	month	NN	O
32495	1457.0	after	IN	O
32496	1457.0	supporters	NNS	O
32497	1457.0	of	IN	O
32498	1457.0	President	NNP	B-per
32499	1457.0	Laurent	NNP	I-per
32500	1457.0	Gbagbo	NNP	I-per
32501	1457.0	assaulted	VBD	O
32502	1457.0	U.N.	NNP	B-org
32503	1457.0	compounds	NNS	O
32504	1457.0	.	.	O
32505	1458.0	The	DT	O
32506	1458.0	U.N.	NNP	B-org
32507	1458.0	currently	RB	O
32508	1458.0	has	VBZ	O
32509	1458.0	7,000	CD	O
32510	1458.0	peacekeepers	NNS	O
32511	1458.0	in	IN	O
32512	1458.0	Ivory	NNP	B-geo
32513	1458.0	Coast	NNP	I-geo
32514	1458.0	,	,	O
32515	1458.0	working	VBG	O
32516	1458.0	with	IN	O
32517	1458.0	4,000	CD	O
32518	1458.0	French	JJ	B-gpe
32519	1458.0	troops	NNS	O
32520	1458.0	trying	VBG	O
32521	1458.0	to	TO	O
32522	1458.0	uphold	VB	O
32523	1458.0	a	DT	O
32524	1458.0	shaky	JJ	O
32525	1458.0	peace	NN	O
32526	1458.0	agreement	NN	O
32527	1458.0	.	.	O
32528	1459.0	The	DT	O
32529	1459.0	West	JJ	O
32530	1459.0	African	JJ	B-gpe
32531	1459.0	nation	NN	O
32532	1459.0	has	VBZ	O
32533	1459.0	been	VBN	O
32534	1459.0	divided	VBN	O
32535	1459.0	into	IN	O
32536	1459.0	a	DT	O
32537	1459.0	rebel-held	JJ	O
32538	1459.0	north	NN	O
32539	1459.0	and	CC	O
32540	1459.0	government-controlled	JJ	O
32541	1459.0	south	NN	O
32542	1459.0	since	IN	O
32543	1459.0	a	DT	O
32544	1459.0	2002	CD	O
32545	1459.0	civil	JJ	O
32546	1459.0	war	NN	O
32547	1459.0	.	.	O
32548	1460.0	U.S.	NNP	B-org
32549	1460.0	Special	NNP	I-org
32550	1460.0	Prosecutor	NNP	I-org
32551	1460.0	Patrick	NNP	I-org
32552	1460.0	Fitzgerald	NNP	I-org
32553	1460.0	has	VBZ	O
32554	1460.0	met	VBN	O
32555	1460.0	with	IN	O
32556	1460.0	a	DT	O
32557	1460.0	federal	JJ	O
32558	1460.0	grand	JJ	O
32559	1460.0	jury	NN	O
32560	1460.0	investigating	VBG	O
32561	1460.0	the	DT	O
32562	1460.0	leak	NN	O
32563	1460.0	of	IN	O
32564	1460.0	a	DT	O
32565	1460.0	covert	JJ	O
32566	1460.0	CIA	NNP	B-org
32567	1460.0	operative	NN	O
32568	1460.0	's	POS	O
32569	1460.0	identity	NN	O
32570	1460.0	.	.	O
32571	1461.0	Lawyers	NNS	O
32572	1461.0	in	IN	O
32573	1461.0	the	DT	O
32574	1461.0	case	NN	O
32575	1461.0	have	VBP	O
32576	1461.0	said	VBN	O
32577	1461.0	Mr.	NNP	B-per
32578	1461.0	Fitzgerald	NNP	I-per
32579	1461.0	may	MD	O
32580	1461.0	ask	VB	O
32581	1461.0	the	DT	O
32582	1461.0	jury	NN	O
32583	1461.0	to	TO	O
32584	1461.0	issue	NN	O
32585	1461.0	charges	NNS	O
32586	1461.0	against	IN	O
32587	1461.0	President	NNP	B-per
32588	1461.0	Bush	NNP	I-per
32589	1461.0	's	POS	O
32590	1461.0	chief	JJ	O
32591	1461.0	advisor	NN	O
32592	1461.0	,	,	O
32593	1461.0	Karl	NNP	B-per
32594	1461.0	Rove	NNP	I-per
32595	1461.0	,	,	O
32596	1461.0	and	CC	O
32597	1461.0	Vice	NNP	O
32598	1461.0	President	NNP	B-per
32599	1461.0	Dick	NNP	I-per
32600	1461.0	Cheney	NNP	I-per
32601	1461.0	's	POS	O
32602	1461.0	chief	NN	O
32603	1461.0	of	IN	O
32604	1461.0	staff	NN	O
32605	1461.0	,	,	O
32606	1461.0	Lewis	NNP	B-per
32607	1461.0	Libby	NNP	I-per
32608	1461.0	.	.	O
32609	1462.0	Mr.	NNP	B-per
32610	1462.0	Fitzgerald	NNP	I-per
32611	1462.0	has	VBZ	O
32612	1462.0	been	VBN	O
32613	1462.0	conducting	VBG	O
32614	1462.0	a	DT	O
32615	1462.0	nearly	RB	O
32616	1462.0	two-year	JJ	B-tim
32617	1462.0	investigation	NN	O
32618	1462.0	into	IN	O
32619	1462.0	whether	IN	O
32620	1462.0	someone	DT	O
32621	1462.0	in	IN	O
32622	1462.0	the	DT	O
32623	1462.0	Bush	NNP	B-per
32624	1462.0	administration	NN	O
32625	1462.0	blew	VBD	O
32626	1462.0	the	DT	O
32627	1462.0	cover	NN	O
32628	1462.0	of	IN	O
32629	1462.0	a	DT	O
32630	1462.0	CIA	NNP	B-org
32631	1462.0	operative	NN	O
32632	1462.0	(	LRB	O
32633	1462.0	Valerie	NNP	B-org
32634	1462.0	Plame	NNP	I-org
32635	1462.0	)	RRB	O
32636	1462.0	in	IN	O
32637	1462.0	2003	CD	B-tim
32638	1462.0	.	.	O
32639	1463.0	It	PRP	O
32640	1463.0	is	VBZ	O
32641	1463.0	a	DT	O
32642	1463.0	federal	JJ	O
32643	1463.0	crime	NN	O
32644	1463.0	to	TO	O
32645	1463.0	knowingly	RB	O
32646	1463.0	reveal	VB	O
32647	1463.0	a	DT	O
32648	1463.0	covert	JJ	O
32649	1463.0	agent	NN	O
32650	1463.0	's	POS	O
32651	1463.0	identity	NN	O
32652	1463.0	.	.	O
32653	1464.0	The	DT	O
32654	1464.0	grand	JJ	O
32655	1464.0	jury	NN	O
32656	1464.0	is	VBZ	O
32657	1464.0	scheduled	VBN	O
32658	1464.0	to	TO	O
32659	1464.0	expire	VB	O
32660	1464.0	Friday	NNP	B-tim
32661	1464.0	unless	IN	O
32662	1464.0	extended	VBN	O
32663	1464.0	by	IN	O
32664	1464.0	a	DT	O
32665	1464.0	federal	JJ	O
32666	1464.0	judge	NN	O
32667	1464.0	.	.	O
32668	1465.0	The	DT	O
32669	1465.0	White	NNP	B-org
32670	1465.0	House	NNP	I-org
32671	1465.0	has	VBZ	O
32672	1465.0	generally	RB	O
32673	1465.0	refused	VBN	O
32674	1465.0	to	TO	O
32675	1465.0	comment	VB	O
32676	1465.0	on	IN	O
32677	1465.0	the	DT	O
32678	1465.0	probe	NN	O
32679	1465.0	,	,	O
32680	1465.0	although	IN	O
32681	1465.0	media	NNS	O
32682	1465.0	reports	NNS	O
32683	1465.0	indicate	VBP	O
32684	1465.0	Bush	NNP	B-per
32685	1465.0	administration	NN	O
32686	1465.0	officials	NNS	O
32687	1465.0	are	VBP	O
32688	1465.0	bracing	VBG	O
32689	1465.0	for	IN	O
32690	1465.0	at	IN	O
32691	1465.0	least	JJS	O
32692	1465.0	one	CD	O
32693	1465.0	indictment	NN	O
32694	1465.0	.	.	O
32695	1466.0	United	NNP	B-org
32696	1466.0	Nations	NNP	I-org
32697	1466.0	Secretary-General	NNP	I-org
32698	1466.0	Kofi	NNP	B-per
32699	1466.0	Annan	NNP	I-per
32700	1466.0	will	MD	O
32701	1466.0	formally	RB	O
32702	1466.0	present	VB	O
32703	1466.0	Monday	NNP	B-tim
32704	1466.0	a	DT	O
32705	1466.0	report	NN	O
32706	1466.0	that	WDT	O
32707	1466.0	calls	VBZ	O
32708	1466.0	for	IN	O
32709	1466.0	major	JJ	O
32710	1466.0	reforms	NNS	O
32711	1466.0	of	IN	O
32712	1466.0	the	DT	O
32713	1466.0	world	NN	O
32714	1466.0	body	NN	O
32715	1466.0	.	.	O
32716	1467.0	Among	IN	O
32717	1467.0	changes	NNS	O
32718	1467.0	Mr.	NNP	B-per
32719	1467.0	Annan	NNP	I-per
32720	1467.0	will	MD	O
32721	1467.0	call	VB	O
32722	1467.0	for	IN	O
32723	1467.0	during	IN	O
32724	1467.0	a	DT	O
32725	1467.0	speech	NN	O
32726	1467.0	to	TO	O
32727	1467.0	the	DT	O
32728	1467.0	General	NNP	B-org
32729	1467.0	Assembly	NNP	I-org
32730	1467.0	is	VBZ	O
32731	1467.0	expanding	VBG	O
32732	1467.0	the	DT	O
32733	1467.0	Security	NNP	B-org
32734	1467.0	Council	NNP	I-org
32735	1467.0	from	IN	O
32736	1467.0	its	PRP$	O
32737	1467.0	current	JJ	O
32738	1467.0	15	CD	O
32739	1467.0	members	NNS	O
32740	1467.0	,	,	O
32741	1467.0	which	WDT	O
32742	1467.0	includes	VBZ	O
32743	1467.0	five	CD	O
32744	1467.0	permanent	JJ	O
32745	1467.0	seats	NNS	O
32746	1467.0	-	IN	O
32747	1467.0	the	DT	O
32748	1467.0	United	NNP	B-geo
32749	1467.0	States	NNPS	I-geo
32750	1467.0	,	,	O
32751	1467.0	Britain	NNP	B-geo
32752	1467.0	,	,	O
32753	1467.0	France	NNP	B-geo
32754	1467.0	,	,	O
32755	1467.0	China	NNP	B-geo
32756	1467.0	and	CC	O
32757	1467.0	Russia	NNP	B-geo
32758	1467.0	.	.	O
32759	1468.0	If	IN	O
32760	1468.0	the	DT	O
32761	1468.0	Council	NNP	B-org
32762	1468.0	expands	NNS	O
32763	1468.0	,	,	O
32764	1468.0	India	NNP	B-geo
32765	1468.0	,	,	O
32766	1468.0	Brazil	NNP	B-geo
32767	1468.0	,	,	O
32768	1468.0	Germany	NNP	B-geo
32769	1468.0	and	CC	O
32770	1468.0	Japan	NNP	B-geo
32771	1468.0	are	VBP	O
32772	1468.0	among	IN	O
32773	1468.0	nations	NNS	O
32774	1468.0	wanting	VBG	O
32775	1468.0	to	TO	O
32776	1468.0	be	VB	O
32777	1468.0	added	VBN	O
32778	1468.0	as	IN	O
32779	1468.0	permanent	JJ	O
32780	1468.0	members	NNS	O
32781	1468.0	.	.	O
32782	1469.0	Another	DT	O
32783	1469.0	proposal	NN	O
32784	1469.0	is	VBZ	O
32785	1469.0	the	DT	O
32786	1469.0	creation	NN	O
32787	1469.0	of	IN	O
32788	1469.0	a	DT	O
32789	1469.0	smaller	JJR	O
32790	1469.0	human	JJ	O
32791	1469.0	rights	NNS	O
32792	1469.0	panel	NN	O
32793	1469.0	to	TO	O
32794	1469.0	replace	VB	O
32795	1469.0	the	DT	O
32796	1469.0	current	JJ	O
32797	1469.0	Commission	NNP	B-org
32798	1469.0	on	IN	O
32799	1469.0	Human	NNP	B-org
32800	1469.0	Rights	NNP	I-org
32801	1469.0	.	.	O
32802	1470.0	The	DT	O
32803	1470.0	commission	NN	O
32804	1470.0	has	VBZ	O
32805	1470.0	been	VBN	O
32806	1470.0	criticized	VBN	O
32807	1470.0	for	IN	O
32808	1470.0	allowing	VBG	O
32809	1470.0	some	DT	O
32810	1470.0	accused	VBN	O
32811	1470.0	human	JJ	O
32812	1470.0	rights	NNS	O
32813	1470.0	abusers	NNS	O
32814	1470.0	to	TO	O
32815	1470.0	use	VB	O
32816	1470.0	their	PRP$	O
32817	1470.0	membership	NN	O
32818	1470.0	to	TO	O
32819	1470.0	protect	VB	O
32820	1470.0	each	DT	O
32821	1470.0	other	NN	O
32822	1470.0	from	IN	O
32823	1470.0	condemnation	NN	O
32824	1470.0	.	.	O
32825	1471.0	Calls	NNS	O
32826	1471.0	for	IN	O
32827	1471.0	U.N.	NNP	B-geo
32828	1471.0	reform	NN	O
32829	1471.0	have	VBP	O
32830	1471.0	increased	VBN	O
32831	1471.0	in	IN	O
32832	1471.0	recent	JJ	B-tim
32833	1471.0	years	NNS	O
32834	1471.0	,	,	O
32835	1471.0	fueled	VBD	O
32836	1471.0	in	IN	O
32837	1471.0	part	NN	O
32838	1471.0	by	IN	O
32839	1471.0	financial	JJ	O
32840	1471.0	scandal	NN	O
32841	1471.0	in	IN	O
32842	1471.0	the	DT	O
32843	1471.0	Iraq	NNP	B-geo
32844	1471.0	oil-for-food	NN	O
32845	1471.0	program	NN	O
32846	1471.0	,	,	O
32847	1471.0	and	CC	O
32848	1471.0	the	DT	O
32849	1471.0	U.S.	NNP	B-geo
32850	1471.0	decision	NN	O
32851	1471.0	to	TO	O
32852	1471.0	invade	VB	O
32853	1471.0	Iraq	NNP	B-geo
32854	1471.0	without	IN	O
32855	1471.0	Security	NNP	B-org
32856	1471.0	Council	NNP	I-org
32857	1471.0	approval	NN	O
32858	1471.0	.	.	O
32859	1472.0	The	DT	O
32860	1472.0	U.N.	NNP	B-org
32861	1472.0	nuclear	JJ	O
32862	1472.0	agency	NN	O
32863	1472.0	says	VBZ	O
32864	1472.0	its	PRP$	O
32865	1472.0	investigation	NN	O
32866	1472.0	into	IN	O
32867	1472.0	an	DT	O
32868	1472.0	alleged	JJ	O
32869	1472.0	secret	JJ	O
32870	1472.0	nuclear	JJ	O
32871	1472.0	reactor	NN	O
32872	1472.0	in	IN	O
32873	1472.0	Syria	NNP	B-geo
32874	1472.0	has	VBZ	O
32875	1472.0	made	VBN	O
32876	1472.0	a	DT	O
32877	1472.0	""""	``	O
32878	1472.0	good	JJ	O
32879	1472.0	start	NN	O
32880	1472.0	""""	``	O
32881	1472.0	after	IN	O
32882	1472.0	inspectors	NNS	O
32883	1472.0	visited	VBD	O
32884	1472.0	the	DT	O
32885	1472.0	site	NN	O
32886	1472.0	.	.	O
32887	1473.0	Chief	JJ	O
32888	1473.0	inspector	NN	O
32889	1473.0	Olli	NNP	B-per
32890	1473.0	Heinonen	NNP	I-per
32891	1473.0	said	VBD	O
32892	1473.0	Wednesday	NNP	B-tim
32893	1473.0	that	IN	O
32894	1473.0	he	PRP	O
32895	1473.0	and	CC	O
32896	1473.0	two	CD	O
32897	1473.0	colleagues	NNS	O
32898	1473.0	achieved	VBD	O
32899	1473.0	what	WP	O
32900	1473.0	they	PRP	O
32901	1473.0	wanted	VBD	O
32902	1473.0	from	IN	O
32903	1473.0	their	PRP$	O
32904	1473.0	first	JJ	O
32905	1473.0	trip	NN	O
32906	1473.0	to	TO	O
32907	1473.0	Syria	NNP	B-geo
32908	1473.0	as	IN	O
32909	1473.0	part	NN	O
32910	1473.0	of	IN	O
32911	1473.0	the	DT	O
32912	1473.0	investigation	NN	O
32913	1473.0	.	.	O
32914	1474.0	The	DT	O
32915	1474.0	International	NNP	B-org
32916	1474.0	Atomic	NNP	I-org
32917	1474.0	Energy	NNP	I-org
32918	1474.0	Agency	NNP	I-org
32919	1474.0	official	NN	O
32920	1474.0	was	VBD	O
32921	1474.0	speaking	VBG	O
32922	1474.0	on	IN	O
32923	1474.0	his	PRP$	O
32924	1474.0	return	NN	O
32925	1474.0	to	TO	O
32926	1474.0	Vienna	NNP	B-geo
32927	1474.0	after	IN	O
32928	1474.0	four	CD	O
32929	1474.0	days	NNS	O
32930	1474.0	in	IN	O
32931	1474.0	Syria	NNP	B-geo
32932	1474.0	.	.	O
32933	1475.0	Heinonen	NNP	B-per
32934	1475.0	said	VBD	O
32935	1475.0	his	PRP$	O
32936	1475.0	team	NN	O
32937	1475.0	took	VBD	O
32938	1475.0	samples	NNS	O
32939	1475.0	at	IN	O
32940	1475.0	the	DT	O
32941	1475.0	Al	NNP	B-org
32942	1475.0	Kibar	NNP	I-org
32943	1475.0	complex	NN	O
32944	1475.0	in	IN	O
32945	1475.0	northeastern	JJ	O
32946	1475.0	Syria	NNP	B-geo
32947	1475.0	that	IN	O
32948	1475.0	Washington	NNP	B-geo
32949	1475.0	says	VBZ	O
32950	1475.0	housed	VBD	O
32951	1475.0	a	DT	O
32952	1475.0	covert	JJ	O
32953	1475.0	nuclear	JJ	O
32954	1475.0	reactor	NN	O
32955	1475.0	built	VBN	O
32956	1475.0	with	IN	O
32957	1475.0	North	JJ	O
32958	1475.0	Korean	JJ	B-gpe
32959	1475.0	help	NN	O
32960	1475.0	.	.	O
32961	1476.0	Israeli	JJ	B-gpe
32962	1476.0	warplanes	NNS	O
32963	1476.0	destroyed	VBD	O
32964	1476.0	the	DT	O
32965	1476.0	building	NN	O
32966	1476.0	last	JJ	O
32967	1476.0	September	NNP	B-tim
32968	1476.0	.	.	O
32969	1477.0	Heinonen	NNP	B-per
32970	1477.0	said	VBD	O
32971	1477.0	the	DT	O
32972	1477.0	agency	NN	O
32973	1477.0	still	RB	O
32974	1477.0	has	VBZ	O
32975	1477.0	work	NN	O
32976	1477.0	to	TO	O
32977	1477.0	do	VB	O
32978	1477.0	in	IN	O
32979	1477.0	analyzing	VBG	O
32980	1477.0	samples	NNS	O
32981	1477.0	from	IN	O
32982	1477.0	the	DT	O
32983	1477.0	site	NN	O
32984	1477.0	.	.	O
32985	1478.0	He	PRP	O
32986	1478.0	did	VBD	O
32987	1478.0	not	RB	O
32988	1478.0	say	VB	O
32989	1478.0	when	WRB	O
32990	1478.0	U.N.	NNP	B-org
32991	1478.0	inspectors	NNS	O
32992	1478.0	may	MD	O
32993	1478.0	return	VB	O
32994	1478.0	to	TO	O
32995	1478.0	Syria	NNP	B-geo
32996	1478.0	.	.	O
32997	1479.0	Damascus	NNP	B-org
32998	1479.0	denies	VBZ	O
32999	1479.0	U.S.	NNP	B-geo
33000	1479.0	intelligence	NN	O
33001	1479.0	allegations	NNS	O
33002	1479.0	that	IN	O
33003	1479.0	it	PRP	O
33004	1479.0	built	VBD	O
33005	1479.0	a	DT	O
33006	1479.0	secret	JJ	O
33007	1479.0	nuclear	JJ	O
33008	1479.0	reactor	NN	O
33009	1479.0	and	CC	O
33010	1479.0	accuses	VBZ	O
33011	1479.0	Washington	NNP	B-geo
33012	1479.0	of	IN	O
33013	1479.0	fabricating	VBG	O
33014	1479.0	evidence	NN	O
33015	1479.0	.	.	O
33016	1480.0	Nepal	NNP	B-gpe
33017	1480.0	's	POS	O
33018	1480.0	new	JJ	O
33019	1480.0	government	NN	O
33020	1480.0	has	VBZ	O
33021	1480.0	released	VBN	O
33022	1480.0	more	RBR	O
33023	1480.0	Maoist	JJ	O
33024	1480.0	rebels	NNS	O
33025	1480.0	detained	VBN	O
33026	1480.0	under	IN	O
33027	1480.0	a	DT	O
33028	1480.0	scrapped	VBN	O
33029	1480.0	anti-terror	JJ	O
33030	1480.0	law	NN	O
33031	1480.0	.	.	O
33032	1481.0	At	IN	O
33033	1481.0	least	JJS	O
33034	1481.0	182	CD	O
33035	1481.0	rebels	NNS	O
33036	1481.0	are	VBP	O
